D0001,F5126
D0001,F5126
D0001,F5130
D0001,F5130
D0001,F5128
D0001,F5124
D0001,F5128
D0001,F5124
D0001,F5122
D0001,F5129
D0001,F5122
D0001,F5129
D0001,F5123
D0001,F5123
D0001,F5125
D0001,F5127
D0001,F5125
D0001,F5127
D0001,E0556
D0001,E0556
D0001,E0008
D0001,E0008
D0001,E1301
D0001,E1301
D0001,E1155
D0001,E1155
D0001,E0092
D0001,E0092
D0001,E0557
D0001,E0557
D0001,E0039
D0001,E0039
D0002,F0004
D0002,F0004
D0002,F0003
D0002,F0003
D0002,F0008
D0002,F0008
D0002,F0006
D0002,F0006
D0002,F0007
D0002,F0007
D0002,F0011
D0002,F0005
D0002,F0011
D0002,F0005
D0002,F0010
D0002,F0002
D0002,F0010
D0002,F0002
D0002,F0009
D0002,F0009
D0002,F0001
D0002,F0001
D0003,F6155
D0003,F6157
D0003,F6143
D0003,F6155
D0003,F6157
D0003,F6143
D0003,F6142
D0003,F6142
D0003,F6154
D0003,F6146
D0003,F6153
D0003,F6144
D0003,F6152
D0003,F6148
D0003,F6158
D0003,F6150
D0003,F6151
D0003,F6154
D0003,F6146
D0003,F6153
D0003,F6144
D0003,F6152
D0003,F6148
D0003,F6158
D0003,F6150
D0003,F6151
D0003,F6149
D0003,F6147
D0003,F6145
D0003,F6156
D0003,F6149
D0003,F6147
D0003,F6145
D0003,F6156
D0003,E4202
D0003,E4203
D0003,E4202
D0003,E4203
D0003,E4266
D0003,E4266
D0004,F4257
D0004,F4262
D0004,F4263
D0004,F4250
D0004,F4260
D0004,F4256
D0004,F4251
D0004,F4247
D0004,F4257
D0004,F4262
D0004,F4263
D0004,F4250
D0004,F4260
D0004,F4256
D0004,F4251
D0004,F4247
D0004,F4253
D0004,F4248
D0004,F4261
D0004,F4254
D0004,F4264
D0004,F4252
D0004,F4258
D0004,F4265
D0004,F4266
D0004,F4249
D0004,F4255
D0004,F4259
D0004,F4253
D0004,F4248
D0004,F4261
D0004,F4254
D0004,F4264
D0004,F4252
D0004,F4258
D0004,F4265
D0004,F4266
D0004,F4249
D0004,F4255
D0004,F4259
D0004,E3779
D0004,E3779
D0005,F5895
D0005,F5895
D0005,F5905
D0005,F5905
D0005,F5911
D0005,F5911
D0005,F5906
D0005,F5899
D0005,F5906
D0005,F5899
D0005,F5897
D0005,F5897
D0005,F5898
D0005,F5898
D0005,F5902
D0005,F5902
D0005,F5909
D0005,F5909
D0005,F5908
D0005,F5901
D0005,F5908
D0005,F5901
D0005,F5894
D0005,F5894
D0005,F5896
D0005,F5896
D0005,F5907
D0005,F5907
D0005,F5900
D0005,F5903
D0005,F5900
D0005,F5903
D0005,F5904
D0005,F5910
D0005,F5904
D0005,F5910
D0006,F0656
D0006,F0663
D0006,F0665
D0006,F0656
D0006,F0663
D0006,F0665
D0006,F0651
D0006,F0672
D0006,F0651
D0006,F0672
D0006,F0655
D0006,F0662
D0006,F0650
D0006,F0660
D0006,F0655
D0006,F0662
D0006,F0650
D0006,F0660
D0006,F0661
D0006,F0657
D0006,F0667
D0006,F0661
D0006,F0657
D0006,F0667
D0006,F0664
D0006,F0652
D0006,F0670
D0006,F0664
D0006,F0652
D0006,F0670
D0006,F0671
D0006,F0658
D0006,F0671
D0006,F0658
D0006,F0668
D0006,F0649
D0006,F0666
D0006,F0653
D0006,F0659
D0006,F0668
D0006,F0649
D0006,F0666
D0006,F0653
D0006,F0659
D0006,F0654
D0006,F0669
D0006,F0654
D0006,F0669
D0007,F8838
D0007,F8838
D0007,F8834
D0007,F8834
D0007,F8842
D0007,F8842
D0007,F8850
D0007,F8847
D0007,F8850
D0007,F8847
D0007,F8841
D0007,F8853
D0007,F8846
D0007,F8841
D0007,F8853
D0007,F8846
D0007,F8839
D0007,F8836
D0007,F8839
D0007,F8836
D0007,F8833
D0007,F8843
D0007,F8852
D0007,F8833
D0007,F8843
D0007,F8852
D0007,F8849
D0007,F8848
D0007,F8849
D0007,F8848
D0007,F8851
D0007,F8835
D0007,F8851
D0007,F8835
D0007,F8831
D0007,F8837
D0007,F8844
D0007,F8831
D0007,F8837
D0007,F8844
D0007,F8845
D0007,F8832
D0007,F8840
D0007,F8845
D0007,F8832
D0007,F8840
D0008,F4235
D0008,F4238
D0008,F4235
D0008,F4238
D0008,F4228
D0008,F4228
D0008,F4227
D0008,F4239
D0008,F4232
D0008,F4237
D0008,F4227
D0008,F4239
D0008,F4232
D0008,F4237
D0008,E2538
D0008,E2538
D0008,E2525
D0008,E2525
D0008,E2105
D0008,E2105
D0008,E2794
D0008,E2794
D0009,F7191
D0009,F7176
D0009,F7194
D0009,F7191
D0009,F7176
D0009,F7194
D0009,F7178
D0009,F7187
D0009,F7185
D0009,F7178
D0009,F7187
D0009,F7185
D0009,F7200
D0009,F7193
D0009,F7179
D0009,F7184
D0009,F7200
D0009,F7193
D0009,F7179
D0009,F7184
D0009,F7181
D0009,F7182
D0009,F7190
D0009,F7181
D0009,F7182
D0009,F7190
D0009,E2189
D0009,E2189
D0009,E4422
D0009,E4422
D0010,F6464
D0010,F6464
D0010,F6468
D0010,F6468
D0010,F6470
D0010,F6470
D0010,F6459
D0010,F6459
D0010,F6476
D0010,F6471
D0010,F6476
D0010,F6471
D0010,F6463
D0010,F6478
D0010,F6463
D0010,F6478
D0010,F6477
D0010,F6466
D0010,F6477
D0010,F6466
D0010,F6461
D0010,F6474
D0010,F6461
D0010,F6474
D0010,F6462
D0010,F6462
D0010,F6465
D0010,F6465
D0010,F6469
D0010,F6469
D0010,F6472
D0010,F6475
D0010,F6472
D0010,F6475
D0010,F6460
D0010,F6467
D0010,F6460
D0010,F6467
D0010,F6479
D0010,F6479
D0010,F6473
D0010,F6480
D0010,F6473
D0010,F6480
D0011,F0831
D0011,F0831
D0011,F0849
D0011,F0851
D0011,F0849
D0011,F0851
D0011,F0835
D0011,F0835
D0011,F0842
D0011,F0842
D0011,F0837
D0011,F0845
D0011,F0852
D0011,F0837
D0011,F0845
D0011,F0852
D0011,F0848
D0011,F0832
D0011,F0848
D0011,F0832
D0011,F0853
D0011,F0847
D0011,F0853
D0011,F0847
D0011,E4389
D0011,E4389
D0012,F0861
D0012,F0862
D0012,F0868
D0012,F0861
D0012,F0862
D0012,F0868
D0012,F0858
D0012,F0857
D0012,F0858
D0012,F0857
D0012,F0875
D0012,F0876
D0012,F0875
D0012,F0876
D0012,F0873
D0012,F0871
D0012,F0867
D0012,F0873
D0012,F0871
D0012,F0867
D0013,F4107
D0013,F4105
D0013,F4121
D0013,F4107
D0013,F4105
D0013,F4121
D0013,F4095
D0013,F4123
D0013,F4095
D0013,F4123
D0013,F4100
D0013,F4119
D0013,F4099
D0013,F4100
D0013,F4119
D0013,F4099
D0013,E1425
D0013,E1425
D0013,E1421
D0013,E1422
D0013,E1421
D0013,E1422
D0014,F7789
D0014,F7776
D0014,F7789
D0014,F7776
D0014,F7772
D0014,F7771
D0014,F7772
D0014,F7771
D0014,F7787
D0014,F7768
D0014,F7787
D0014,F7768
D0014,F7774
D0014,F7770
D0014,F7774
D0014,F7770
D0014,F7780
D0014,F7773
D0014,F7780
D0014,F7773
D0014,F7777
D0014,F7777
D0014,F7775
D0014,F7781
D0014,F7775
D0014,F7781
D0014,E3228
D0014,E3228
D0014,E3627
D0014,E3627
D0014,E2843
D0014,E2843
D0014,E2443
D0014,E2443
D0014,E2584
D0014,E2584
D0014,E2772
D0014,E2772
D0015,F0153
D0015,F0136
D0015,F0153
D0015,F0136
D0015,F0147
D0015,F0147
D0015,F0158
D0015,F0149
D0015,F0158
D0015,F0149
D0015,F0160
D0015,F0143
D0015,F0160
D0015,F0143
D0015,F0134
D0015,F0146
D0015,F0134
D0015,F0146
D0015,F0150
D0015,F0135
D0015,F0150
D0015,F0135
D0015,F0152
D0015,F0141
D0015,F0152
D0015,F0141
D0015,E4323
D0015,E4323
D0015,E4543
D0015,E4543
D0016,F9068
D0016,F9068
D0016,F9075
D0016,F9074
D0016,F9075
D0016,F9074
D0016,F9071
D0016,F9065
D0016,F9071
D0016,F9065
D0016,F9058
D0016,F9058
D0016,F9072
D0016,F9082
D0016,F9076
D0016,F9072
D0016,F9082
D0016,F9076
D0016,F9061
D0016,F9061
D0016,F9073
D0016,F9060
D0016,F9073
D0016,F9060
D0016,F9079
D0016,F9064
D0016,F9079
D0016,F9064
D0016,E2978
D0016,E2978
D0016,E3467
D0016,E3467
D0016,E2953
D0016,E2953
D0016,E3080
D0016,E3080
D0016,E3018
D0016,E3018
D0016,E2954
D0016,E2954
D0016,E3116
D0016,E3116
D0016,E3013
D0016,E3013
D0017,F6712
D0017,F6698
D0017,F6712
D0017,F6698
D0017,F6692
D0017,F6700
D0017,F6692
D0017,F6700
D0017,F6693
D0017,F6699
D0017,F6693
D0017,F6699
D0017,F6704
D0017,F6711
D0017,F6704
D0017,F6711
D0017,F6685
D0017,F6710
D0017,F6685
D0017,F6710
D0017,F6705
D0017,F6688
D0017,F6705
D0017,F6688
D0017,F6703
D0017,F6691
D0017,F6703
D0017,F6691
D0017,E3637
D0017,E3637
D0017,E2887
D0017,E2887
D0017,E3555
D0017,E3555
D0017,E3405
D0017,E3405
D0017,E3819
D0017,E3819
D0017,E3818
D0017,E3818
D0018,F5922
D0018,F5929
D0018,F5934
D0018,F5922
D0018,F5929
D0018,F5934
D0018,F5930
D0018,F5921
D0018,F5930
D0018,F5921
D0018,F5912
D0018,F5928
D0018,F5912
D0018,F5928
D0018,F5920
D0018,F5926
D0018,F5920
D0018,F5926
D0018,F5916
D0018,F5923
D0018,F5938
D0018,F5916
D0018,F5923
D0018,F5938
D0018,F5941
D0018,F5924
D0018,F5941
D0018,F5924
D0018,F5937
D0018,F5931
D0018,F5937
D0018,F5931
D0018,E3370
D0018,E3370
D0018,E3488
D0018,E3488
D0018,E3478
D0018,E3478
D0018,E3375
D0018,E3375
D0018,E3280
D0018,E3280
D0018,E3575
D0018,E3575
D0018,E3546
D0018,E3546
D0019,F5968
